INTERNAL_KEY,SITENAME,SITECODE,COUNTRY,SITE STATUS,INTEREST STATUS,NOWAK CODE,BIRDNAME,LAY_TITLE,SEASON,COUNT,UNITS,Pop UNITS,YEAR,CRITERIA_DESC,proportion,assemb component,X_COORDINATE,Y_COORDINATE
7000022,Abberton Reservoir,UK11001,E,Classified/designatd,nationally important,125,Fulica atra (North-western Europe - wintering),Common coot ,P,8953,Individuals,8953 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),5.17514450867052,N,597597,217145
7000022,Abberton Reservoir,UK11001,E,Classified/designatd,internationally important,050,Anas penelope (Western Siberia/North-western/North-eastern Europe),Eurasian wigeon ,W,2888,Individuals,2888 i,,International population (Wintering),1.69882352941176,N,597597,217145
7000022,Abberton Reservoir,UK11001,E,Classified/designatd,internationally important,WATR,Waterfowl assemblage,Waterfowl assemblage,W,23787,Individuals,23787 i,5 year peak mean 1998/9-2002/3,Waterfowl assemblage - wintering,,N,597597,217145
7000022,Abberton Reservoir,UK11001,E,Classified/designatd,nationally important,164,Tringa nebularia (Europe/Western Africa),Common greenshank ,P,6,Individuals,6 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),1.00502512562814,N,597597,217145
7000022,Abberton Reservoir,UK11001,E,Classified/designatd,nationally important,161,Tringa erythropus (Europe/Western Africa),Spotted redshank ,P,11,Individuals,11 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),8.08823529411765,N,597597,217145
7000022,Abberton Reservoir,UK11001,E,Classified/designatd,nationally important,156,Limosa limosa islandica (Iceland - breeding),Black-tailed godwit ,P,220,Individuals,220 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),1.42949967511371,N,597597,217145
7000022,Abberton Reservoir,UK11001,E,Classified/designatd,nationally important,132,Recurvirostra avosetta (Western Europe/Western Mediterranean - breeding),Pied avocet ,P,38,Individuals,38 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),1.11929307805596,N,597597,217145
7000022,Abberton Reservoir,UK11001,E,Classified/designatd,nationally important,067,Bucephala clangula (North-western/Central Europe),Common goldeneye ,W,515,Individuals,515 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),2.06827309236948,N,597597,217145
7000022,Abberton Reservoir,UK11001,E,Classified/designatd,nationally important,061,Aythya fuligula (North-western Europe),Tufted duck ,P,3243,Individuals,3243 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),3.59933407325194,N,597597,217145
7000022,Abberton Reservoir,UK11001,E,Classified/designatd,internationally important,059,Aythya ferina (North-western/North-eastern Europe),Common pochard ,P,4373,Individuals,4373 i,5 year peak mean 1998/9-2002/3,International population (passage),1.24942857142857,N,597597,217145
7000022,Abberton Reservoir,UK11001,E,Classified/designatd,internationally important,056,Anas clypeata (North-western/Central Europe),Northern shoveler ,P,377,Individuals,377 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),2.5472972972973,N,597597,217145
7000022,Abberton Reservoir,UK11001,E,Classified/designatd,nationally important,052,Anas crecca (North-western Europe),Eurasian teal ,P,2111,Individuals,2111 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),1.09947916666667,N,597597,217145
7000022,Abberton Reservoir,UK11001,E,Classified/designatd,internationally important,051,Anas strepera (North-western Europe),Gadwall ,P,550,Individuals,550 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),3.21637426900585,N,597597,217145
7000022,Abberton Reservoir,UK11001,E,Classified/designatd,internationally important,036,Cygnus olor (Britain),Mute swan ,P,387,Individuals,387 i,5 year peak mean 1998/9-2002/3,International population (passage),1.032,N,597597,217145
7000022,Abberton Reservoir,UK11001,E,Classified/designatd,nationally important,017,Phalacrocorax carbo (North-western Europe),Great cormorant ,B,370,,370 n,Seabird 2000 Census,Nationally important population (GB breeding),4.42848593656493,N,597597,217145
7000022,Abberton Reservoir,UK11001,E,Classified/designatd,nationally important,151,Philomachus pugnax (Western Africa - wintering),Ruff ,P,43,Individuals,43 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),6.14285714285714,N,597597,217145
7000116,Alde–Ore Estuary,UK11002,E,Classified/designatd,internationally important,132,Recurvirostra avosetta (Western Europe/Western Mediterranean - breeding),Pied avocet ,W,1187,Individuals,1187 i,5 year peak mean 1998/9-2002/3,International population (Wintering),1.62602739726027,N,643273.8,248712
7000116,Alde–Ore Estuary,UK11002,E,Classified/designatd,nationally important,056,Anas clypeata (North-western/Central Europe),Northern shoveler ,W,224,Individuals,224 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.51351351351351,N,643273.8,248712
7000116,Alde–Ore Estuary,UK11002,E,Classified/designatd,nationally important,054,Anas acuta (North-western Europe),Northern pintail ,W,556,Individuals,556 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.99283154121864,N,643273.8,248712
7000116,Alde–Ore Estuary,UK11002,E,Classified/designatd,nationally important,052,Anas crecca (North-western Europe),Eurasian teal ,W,2447,Individuals,2447 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.27447916666667,N,643273.8,248712
7000116,Alde–Ore Estuary,UK11002,E,Classified/designatd,nationally important,050,Anas penelope (Western Siberia/North-western/North-eastern Europe),Eurasian wigeon ,W,6851,Individuals,6851 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.68743842364532,N,643273.8,248712
7000116,Alde–Ore Estuary,UK11002,E,Classified/designatd,internationally important,162,Tringa totanus (Eastern Atlantic - wintering),Common redshank ,W,2368,Individuals,2368 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),2.0396210163652,N,643273.8,248712
7000116,Alde–Ore Estuary,UK11002,E,Classified/designatd,nationally important,048,Tadorna tadorna (North-western Europe),Common shelduck ,W,1398,Individuals,1398 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.78772378516624,N,643273.8,248712
7000116,Alde–Ore Estuary,UK11002,E,Classified/designatd,nationally important,081,Circus aeruginosus,Eurasian marsh harrier ,B,3,Pairs,3 p,5 year mean 1993-1997,Nationally important population (GB breeding),1.98675496688742,N,643273.8,248712
7000116,Alde–Ore Estuary,UK11002,E,Classified/designatd,nationally important,161,Tringa erythropus (Europe/Western Africa),Spotted redshank ,P,44,Individuals,44 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),32.3529411764706,N,643273.8,248712
7000116,Alde–Ore Estuary,UK11002,E,Classified/designatd,nationally important,156,Limosa limosa islandica (Iceland - breeding),Black-tailed godwit ,P,283,Individuals,283 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),1.83885640025991,N,643273.8,248712
7000116,Alde–Ore Estuary,UK11002,E,Classified/designatd,nationally important,164,Tringa nebularia (Europe/Western Africa),Common greenshank ,P,29,Individuals,29 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),4.85762144053601,N,643273.8,248712
7000116,Alde–Ore Estuary,UK11002,E,Classified/designatd,nationally important,176,Larus melanocephalus,Mediterranean gull ,B,6,,6 n,Seabird 2000 Census,Nationally important population (GB breeding),5.55555555555556,N,643273.8,248712
7000116,Alde–Ore Estuary,UK11002,E,Classified/designatd,internationally important,183,Larus fuscus (Western Europe/Mediterranean/Western Africa),Lesser black-backed gull ,B,5790,,5790 n,Seabird 2000 Census,International population (Breeding),3.91727049463151,N,643273.8,248712
7000116,Alde–Ore Estuary,UK11002,E,Classified/designatd,nationally important,394,Anser albifrons albifrons (North-western Siberia/North-eastern & North-western Europe),Greater white-fronted goose ,W,186,Individuals,186 i,5 year peak mean for 1996/7-2000/01,Nationally important population (GB wintering),3.21243523316062,N,643273.8,248712
7000116,Alde–Ore Estuary,UK11002,E,Classified/designatd,nationally important,191,Sterna sandvicensis (Western Europe/Western Africa),Sandwich tern ,B,169,Pairs,169 p,5 year mean 1991-1995,Nationally important population (GB breeding),1.60402429764617,N,643273.8,248712
7000116,Alde–Ore Estuary,UK11002,E,Classified/designatd,nationally important,195,Sterna albifrons (Eastern Atlantic - breeding),Little tern ,B,88,,88 n,Seabird 2000 Census,Nationally important population (GB breeding),4.51977401129944,N,643273.8,248712
7000203,Alderney West Coast and the Burhou Islands,UK22002,OT,Classified/designatd,internationally important,016,Morus bassanus,Northern gannet ,B,5950,Pairs,5950 p,2000/01,International population (Breeding),1.5,N,0,0
7,Arun Valley,UK11004,E,Classified/designatd,nationally important,151,Philomachus pugnax (Western Africa - wintering),Ruff ,W,27,Individuals,27 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),3.85714285714286,N,503475,114271
7,Arun Valley,UK11004,E,Classified/designatd,nationally important,050,Anas penelope (Western Siberia/North-western/North-eastern Europe),Eurasian wigeon ,W,4742,Individuals,4742 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.1679802955665,N,503475,114271
7,Arun Valley,UK11004,E,Classified/designatd,nationally important,052,Anas crecca (North-western Europe),Eurasian teal ,W,2931,Individuals,2931 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.5265625,N,503475,114271
7,Arun Valley,UK11004,E,Classified/designatd,internationally important,054,Anas acuta (North-western Europe),Northern pintail ,W,641,Individuals,641 i,5 year peak mean 1998/9-2002/3,International population (Wintering),1.06833333333333,N,503475,114271
7,Arun Valley,UK11004,E,Classified/designatd,nationally important,056,Anas clypeata (North-western/Central Europe),Northern shoveler ,W,222,Individuals,222 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.5,N,503475,114271
7,Arun Valley,UK11004,E,Classified/designatd,internationally important,WATR,Waterfowl assemblage,Waterfowl assemblage,W,13774,Individuals,13774 i,5 year peak mean 1998/9-2002/3,Waterfowl assemblage - wintering,,N,503475,114271
7000134,Avon Valley,UK11005,E,Classified/designatd,nationally important,183,Larus fuscus (Western Europe/Mediterranean/Western Africa),Lesser black-backed gull ,P,944,Individuals,944 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),1.55373043435324,N,414369.1,98359.7
7000134,Avon Valley,UK11005,E,Classified/designatd,internationally important,156,Limosa limosa islandica (Iceland - breeding),Black-tailed godwit ,W,1142,Individuals,1142 i,5 year peak mean 1998/9-2002/3,International population (Wintering),3.26285714285714,N,414369.1,98359.7
7000134,Avon Valley,UK11005,E,Classified/designatd,nationally important,394,Anser albifrons albifrons (North-western Siberia/North-eastern & North-western Europe),Greater white-fronted goose ,W,79,Individuals,79 i,,Nationally important population (GB wintering),1.36442141623489,N,414369.1,98359.7
7000134,Avon Valley,UK11005,E,Classified/designatd,nationally important,004,Tachybaptus ruficollis (Western Palearctic),Little grebe ,W,90,Individuals,90 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.15830115830116,N,414369.1,98359.7
7000134,Avon Valley,UK11005,E,Classified/designatd,nationally important,056,Anas clypeata (North-western/Central Europe),Northern shoveler ,W,177,Individuals,177 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.19594594594595,N,414369.1,98359.7
7000134,Avon Valley,UK11005,E,Classified/designatd,internationally important,054,Anas acuta (North-western Europe),Northern pintail ,W,715,Individuals,715 i,5 year peak mean 1998/9-2002/3,International population (Wintering),1.19166666666667,N,414369.1,98359.7
7000134,Avon Valley,UK11005,E,Classified/designatd,nationally important,026,Egretta garzetta (Sub-Saharan Africa - breeding),Little egret ,W,26,Individuals,26 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.57575757575758,N,414369.1,98359.7
7000134,Avon Valley,UK11005,E,Classified/designatd,internationally important,051,Anas strepera (North-western Europe),Gadwall ,W,537,Individuals,537 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),3.14035087719298,N,414369.1,98359.7
7000148,Belfast Lough,UK12002,NI,Classified/designatd,nationally important,001,Gavia stellata (North-western Europe - wintering),Red-throated diver ,W,27,Individuals,27 i,5 year peak mean 1998/9-2002/3,Nationally important population (all Ireland wintering),2.7,N,148357.2123,533505.4645
7000148,Belfast Lough,UK12002,NI,Classified/designatd,nationally important,143,Calidris canutus (North-eastern Canada/Greenland/Iceland/North-western Europe),Red knot ,W,386,Individuals,386 i,5 year peak mean 1998/9-2002/3,Nationally important population (all Ireland wintering),1.02933333333333,N,148357.2123,533505.4645
7000148,Belfast Lough,UK12002,NI,Classified/designatd,nationally important,005,Podiceps cristatus (North-western Europe - wintering),Great crested grebe ,W,1550,Individuals,1550 i,5 year peak mean 1998/9-2002/3,Nationally important population (all Ireland wintering),44.2857142857143,N,148357.2123,533505.4645
7000148,Belfast Lough,UK12002,NI,Classified/designatd,nationally important,017,Phalacrocorax carbo (North-western Europe),Great cormorant ,P,279,Individuals,279 i,5 year peak mean 1998/9-2002/3,Nationally important population (all Ireland passage),5.58,N,148357.2123,533505.4645
7000148,Belfast Lough,UK12002,NI,Classified/designatd,nationally important,048,Tadorna tadorna (North-western Europe),Common shelduck ,W,251,Individuals,251 i,5 year peak mean 1998/9-2002/3,Nationally important population (all Ireland wintering),3.58571428571429,N,148357.2123,533505.4645
7000148,Belfast Lough,UK12002,NI,Classified/designatd,nationally important,062,Aythya marila (Northern/Western Europe),Greater scaup ,W,340,Individuals,340 i,5 year peak mean 1998/9-2002/3,Nationally important population (all Ireland wintering),11.3333333333333,N,148357.2123,533505.4645
7000148,Belfast Lough,UK12002,NI,Classified/designatd,nationally important,063,Somateria mollissima (Britain/Ireland),Common eider ,P,867,Individuals,867 i,5 year peak mean 1998/9-2002/3,Nationally important population (all Ireland passage),43.35,N,148357.2123,533505.4645
7000148,Belfast Lough,UK12002,NI,Classified/designatd,nationally important,067,Bucephala clangula (North-western/Central Europe),Common goldeneye ,W,184,Individuals,184 i,5 year peak mean 1998/9-2002/3,Nationally important population (all Ireland wintering),1.67272727272727,N,148357.2123,533505.4645
7000148,Belfast Lough,UK12002,NI,Classified/designatd,nationally important,069,Mergus serrator (North-western/Central Europe),Red-breasted merganser ,W,155,Individuals,155 i,5 year peak mean 1998/9-2002/3,Nationally important population (all Ireland wintering),7.75,N,148357.2123,533505.4645
7000148,Belfast Lough,UK12002,NI,Classified/designatd,nationally important,137,Charadrius hiaticula (Europe/Northern Africa - wintering),Ringed plover ,W,133,Individuals,133 i,5 year peak mean 1998/9-2002/3,Nationally important population (all Ireland wintering),1.064,N,148357.2123,533505.4645
7000148,Belfast Lough,UK12002,NI,Classified/designatd,nationally important,151,Philomachus pugnax (Western Africa - wintering),Ruff ,P,3,Individuals,3 i,5 year peak mean 1998/9-2002/3,Nationally important population (all Ireland passage),15,N,148357.2123,533505.4645
7000148,Belfast Lough,UK12002,NI,Classified/designatd,internationally important,156,Limosa limosa islandica (Iceland - breeding),Black-tailed godwit ,P,521,Individuals,521 i,5 year peak mean 1998/9-2002/3,International population (passage),1.48857142857143,N,148357.2123,533505.4645
7000148,Belfast Lough,UK12002,NI,Classified/designatd,internationally important,162,Tringa totanus (Eastern Atlantic - wintering),Common redshank ,P,1897,Individuals,1897 i,5 year peak mean 1998/9-2002/3,International population (passage),1.4,N,148357.2123,533505.4645
7000148,Belfast Lough,UK12002,NI,Classified/designatd,nationally important,169,Arenaria interpres (Western Palearctic - wintering),Ruddy turnstone ,W,385,Individuals,385 i,5 year peak mean 1998/9-2002/3,Nationally important population (all Ireland wintering),1.71111111111111,N,148357.2123,533505.4645
7000148,Belfast Lough,UK12002,NI,Classified/designatd,nationally important,182,Larus canus (West and Central Europe),Mew gull ,W,1167,Individuals,1167 i,5 year peak mean 1998/9-2002/3,Nationally important population (all Ireland wintering),1.72888888888889,N,148357.2123,533505.4645
7000148,Belfast Lough,UK12002,NI,Classified/designatd,nationally important,130,Haematopus ostralegus (Europe & Northern/Western Africa),Eurasian oystercatcher ,P,4648,Individuals,4648 i,5 year peak mean 1998/9-2002/3,Nationally important population (all Ireland passage),9.296,N,148357.2123,533505.4645
7000079,Benfleet and Southend Marshes,UK11006,E,Classified/designatd,internationally important,143,Calidris canutus (North-eastern Canada/Greenland/Iceland/North-western Europe),Red knot ,W,6307,Individuals,6307 i,5 year peak mean 1998/9-2002/3,International population (Wintering),1.40155555555556,N,586124.8,184520.6
7000079,Benfleet and Southend Marshes,UK11006,E,Classified/designatd,internationally important,WATR,Waterfowl assemblage,Waterfowl assemblage,W,32867,Individuals,32867 i,5 year peak mean 1998/9-2002/3,Waterfowl assemblage - wintering,,N,586124.8,184520.6
7000079,Benfleet and Southend Marshes,UK11006,E,Classified/designatd,internationally important,149,Calidris alpina alpina (Northern Siberia/Europe/Western Africa),Dunlin ,W,17591,Individuals,17591 i,5 year peak mean 1998/9-2002/3,International population (Wintering),1.32263157894737,N,586124.8,184520.6
7000079,Benfleet and Southend Marshes,UK11006,E,Classified/designatd,internationally important,141,Pluvialis squatarola (Eastern Atlantic - wintering),Grey plover ,W,1710,Individuals,1710 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),3.24170616113744,N,586124.8,184520.6
7000079,Benfleet and Southend Marshes,UK11006,E,Classified/designatd,nationally important,137,Charadrius hiaticula (Europe/Northern Africa - wintering),Ringed plover ,W,356,Individuals,356 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.09707241910632,N,586124.8,184520.6
7000079,Benfleet and Southend Marshes,UK11006,E,Classified/designatd,internationally important,046a,Branta bernicla bernicla (Western Siberia/Western Europe),Dark-bellied brent goose,P,4532,Individuals,4532 i,5 year peak mean 1998/9-2002/3,International population (passage),2.10790697674419,N,586124.8,184520.6
7000079,Benfleet and Southend Marshes,UK11006,E,Classified/designatd,nationally important,026,Egretta garzetta (Sub-Saharan Africa - breeding),Little egret ,P,17,Individuals,17 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),1.03030303030303,N,586124.8,184520.6
7000079,Benfleet and Southend Marshes,UK11006,E,Classified/designatd,nationally important,164,Tringa nebularia (Europe/Western Africa),Common greenshank ,P,31,Individuals,31 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),5.19262981574539,N,586124.8,184520.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,082,Circus cyaneus,Hen harrier,W,19,Individuals,<19 i,5 year mean 1987/8-1991/2,Nationally important population (GB wintering),2.53333333333333,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,161,Tringa erythropus (Europe/Western Africa),Spotted redshank ,P,36,Individuals,36 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),26.4705882352941,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,137,Charadrius hiaticula (Europe/Northern Africa - wintering),Ringed plover ,P,714,Individuals,714 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),2.20030816640986,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,internationally important,WATR,Waterfowl assemblage,Waterfowl assemblage,W,105061,Individuals,105061 i,5 year peak mean 1998/9-2002/3,Waterfowl assemblage - wintering,,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,169,Arenaria interpres (Western Palearctic - wintering),Ruddy turnstone ,P,664,Individuals,664 i,5 year peak mean 1998/9-2002/3 - spring peak,Nationally important population (GB passage),1.34006054490414,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,164,Tringa nebularia (Europe/Western Africa),Common greenshank ,P,149,Individuals,149 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),24.9581239530988,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,internationally important,162,Tringa totanus (Eastern Atlantic - wintering),Common redshank ,W,4169,Individuals,4169 i,5 year peak mean 1998/9-2002/3,International population (Wintering),1.6676,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,internationally important,048,Tadorna tadorna (North-western Europe),Common shelduck ,W,3141,Individuals,3141 i,5 year peak mean 1998/9-2002/3,International population (Wintering),1.047,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,142,Vanellus vanellus (Europe - breeding),Northern lapwing ,W,16944,Individuals,16944 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.1296,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,internationally important,140,Pluvialis apricaria [North-western Europe - breeding],European golden plover ,W,16083,Individuals,16083 i,5 year peak mean 1998/9-2002/3,International population (Wintering),1.72935483870968,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,132,Recurvirostra avosetta (Western Europe/Western Mediterranean - breeding),Pied avocet ,W,424,Individuals,424 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),12.4889543446244,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,118,Rallus aquaticus (Europe),Water rail ,W,9,Individuals,9 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),2,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,069,Mergus serrator (North-western/Central Europe),Red-breasted merganser ,W,129,Individuals,129 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.3109756097561,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,067,Bucephala clangula (North-western/Central Europe),Common goldeneye ,W,260,Individuals,260 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.04417670682731,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,160,Numenius arquata (Europe - breeding),Eurasian curlew ,P,1959,Individuals,1959 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB passage),1.33174711080897,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,143,Calidris canutus (North-eastern Canada/Greenland/Iceland/North-western Europe),Red knot ,W,3864,Individuals,3864 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.36248236953456,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,internationally important,141,Pluvialis squatarola (Eastern Atlantic - wintering),Grey plover ,W,4215,Individuals,4215 i,5 year peak mean 1998/9-2002/3,International population (Wintering),1.70647773279352,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,054,Anas acuta (North-western Europe),Northern pintail ,W,396,Individuals,396 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.41935483870968,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,internationally important,046a,Branta bernicla bernicla (Western Siberia/Western Europe),Dark-bellied brent goose,W,8689,Individuals,8689 i,5 year peak mean 1998/9-2002/3,International population (Wintering),4.04139534883721,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,026,Egretta garzetta (Sub-Saharan Africa - breeding),Little egret ,W,33,Individuals,33 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),2,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,017,Phalacrocorax carbo (North-western Europe),Great cormorant ,W,286,Individuals,286 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.24347826086957,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,007,Podiceps auritus (North-western Europe),Slavonian grebe ,W,11,Individuals,11 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.51724137931034,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,195,Sterna albifrons (Eastern Atlantic - breeding),Little tern ,B,99,,99 n,Seabird 2000 Census,Nationally important population (GB breeding),5.08474576271187,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,193,Sterna hirundo (Northern/Eastern Europe - breeding),Common tern ,B,121,,121 n,Seabird 2000 Census,Nationally important population (GB breeding),1.19400039471087,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,176,Larus melanocephalus,Mediterranean gull ,B,4,,4 n,Seabird 2000 Census,Nationally important population (GB breeding),3.7037037037037,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,052,Anas crecca (North-western Europe),Eurasian teal ,W,2932,Individuals,2932 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.52708333333333,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,144,Calidris alba (Eastern Atlantic/Western & Southern Africa - wintering),Sanderling ,W,229,Individuals,229 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.11489776046738,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,151,Philomachus pugnax (Western Africa - wintering),Ruff ,W,42,Individuals,42 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),6,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,050,Anas penelope (Western Siberia/North-western/North-eastern Europe),Eurasian wigeon ,W,5614,Individuals,5614 i,5 year peak mean 1998/9-2002/3,Nationally important population (GB wintering),1.38275862068966,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,internationally important,156,Limosa limosa islandica (Iceland - breeding),Black-tailed godwit ,W,2174,Individuals,2174 i,5 year peak mean 1998/9-2002/3,International population (Wintering),6.21142857142857,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,nationally important,158,Numenius phaeopus (Europe/Western Africa),Whimbrel ,P,272,Individuals,272 i,5 year peak mean 1998/9-2002/3 - spring peak,Nationally important population (GB passage),9.06666666666666,N,597829.1,210041.6
7000097,Blackwater Estuary (Mid-Essex Coast Phase 4),UK11007,E,Classified/designatd,internationally important,149,Calidris alpina alpina (Northern Siberia/Europe/Western Africa),Dunlin ,W,27655,Individuals,27655 i,5 year peak mean 1998/9-2002/3,International population (Wintering),2.07932330827068,N,597829.1,210041.6
7000112,Breydon Water,UK11008,E,Classified/designatd,nationally important,394,Anser albifrons albifrons (North-western Siberia/North-eastern & North-western Europe),Greater white-fronted goose ,W,83,Individuals,83 i,5 year peak mean for 1996/7-2000/01,Nationally important population (GB wintering),1.43350604490501,N,648918,307043.2
7000112,Breydon Water,UK11008,E,Classified/designatd,nationally important,193,Sterna hirundo (Northern/Eastern Europe - breeding),Common tern ,B,155,Pairs,155 p,Four year mean 1992-1994 & 1996,Nationally important population (GB breeding),1.52950463785277,N,648918,307043.2
